state,product_,date,created_by,leads,prelim_quotes,final_qotes,purchases,cr
pa,ho6,7/6/2018,Agent,2,2,2,1,0.5
pa,ho6,7/6/2018,Online,0,0,0,0,0
pa,ho3,7/7/2018,Agent,6,6,5,0,0
pa,ho3,7/7/2018,Online,18,12,1,0,0
pa,ho6,7/7/2018,Online,3,3,1,0,0
pa,ho3,7/8/2018,Agent,4,4,4,0,0
pa,ho3,7/8/2018,Online,15,8,1,0,0
pa,ho6,7/8/2018,Agent,1,0,0,1,1
pa,ho6,7/8/2018,Online,1,1,0,0,0
pa,ho3,7/9/2018,Agent,8,8,8,0,0
pa,ho3,7/9/2018,Online,31,17,1,0,0
pa,ho6,7/9/2018,Agent,1,1,1,0,0
pa,ho6,7/9/2018,Online,4,3,0,0,0
pa,ho3,7/10/2018,Agent,5,5,4,0,0
pa,ho3,7/10/2018,Online,23,13,4,0,0
pa,ho6,7/10/2018,Online,2,2,1,0,0
pa,ho3,7/11/2018,Agent,7,6,4,0,0
pa,ho3,7/11/2018,Online,22,15,4,2,0.090909091
pa,ho3,7/12/2018,Agent,3,3,2,0,0
pa,ho3,7/12/2018,Online,13,5,3,0,0
pa,ho6,7/12/2018,Agent,1,1,0,0,0
pa,ho3,7/13/2018,Agent,6,5,3,1,0.166666667
pa,ho3,7/13/2018,Online,16,12,4,1,0.0625
pa,ho6,7/13/2018,Online,2,1,0,0,0
pa,ho3,7/14/2018,Agent,4,4,2,1,0.25
pa,ho3,7/14/2018,Online,16,10,1,0,0
pa,ho6,7/14/2018,Online,1,0,0,0,0
pa,ho3,7/15/2018,Agent,5,5,5,0,0
pa,ho3,7/15/2018,Online,20,12,5,2,0.1
pa,ho6,7/15/2018,Agent,1,1,1,0,0
pa,ho6,7/15/2018,Online,2,1,0,0,0
pa,ho3,7/16/2018,Agent,5,4,4,1,0.2
pa,ho3,7/16/2018,Online,25,12,4,0,0
pa,ho3,7/17/2018,Agent,8,8,7,1,0.125
pa,ho3,7/17/2018,Online,19,12,4,0,0
pa,ho6,7/17/2018,Agent,1,1,1,0,0
pa,ho6,7/17/2018,Online,5,3,0,0,0
pa,ho3,7/18/2018,Agent,7,7,7,2,0.285714286
pa,ho3,7/18/2018,Online,25,14,5,2,0.08
pa,ho6,7/18/2018,Agent,2,2,2,0,0
pa,ho6,7/18/2018,Online,4,1,1,1,0.25
pa,ho3,7/19/2018,Agent,1,1,0,0,0
pa,ho3,7/19/2018,Online,30,19,5,0,0
pa,ho6,7/19/2018,Online,1,0,0,0,0
pa,ho3,7/20/2018,Agent,6,6,3,1,0.166666667
pa,ho3,7/20/2018,Online,21,12,3,3,0.142857143
pa,ho3,7/21/2018,Agent,7,7,7,1,0.142857143
pa,ho3,7/21/2018,Online,13,7,1,1,0.076923077
pa,ho6,7/21/2018,Online,1,0,0,0,0
pa,ho3,7/22/2018,Agent,1,1,0,0,0
pa,ho3,7/22/2018,Online,10,3,2,0,0
pa,ho6,7/22/2018,Online,1,1,0,0,0
pa,ho3,7/23/2018,Agent,6,5,3,2,0.333333333
pa,ho3,7/23/2018,Online,23,9,3,0,0
pa,ho6,7/23/2018,Agent,1,1,1,0,0
pa,ho6,7/23/2018,Online,1,1,0,0,0
pa,ho3,7/24/2018,Agent,12,10,6,0,0
pa,ho3,7/24/2018,Online,19,11,5,1,0.052631579
pa,ho6,7/24/2018,Agent,2,2,2,0,0
pa,ho6,7/24/2018,Online,5,3,0,0,0
pa,ho3,7/25/2018,Agent,7,7,5,1,0.142857143
pa,ho3,7/25/2018,Online,24,13,5,2,0.083333333
pa,ho6,7/25/2018,Online,1,0,0,0,0
pa,ho3,7/26/2018,Agent,8,7,7,0,0
pa,ho3,7/26/2018,Online,25,14,6,3,0.12
pa,ho6,7/26/2018,Agent,2,2,2,0,0
pa,ho6,7/26/2018,Online,1,1,1,1,1
pa,ho3,7/27/2018,Agent,8,8,5,1,0.125
pa,ho3,7/27/2018,Online,21,14,5,1,0.047619048
pa,ho6,7/27/2018,Agent,2,2,1,0,0
pa,ho6,7/27/2018,Online,1,0,0,0,0
pa,ho3,7/28/2018,Agent,12,12,11,0,0
pa,ho3,7/28/2018,Online,16,7,0,0,0
pa,ho6,7/28/2018,Agent,2,2,1,0,0
pa,ho6,7/28/2018,Online,1,1,0,0,0
pa,ho3,7/29/2018,Agent,4,4,4,0,0
pa,ho3,7/29/2018,Online,12,7,0,0,0
pa,ho3,7/30/2018,Agent,13,13,12,1,0.076923077
pa,ho3,7/30/2018,Online,32,20,6,3,0.09375
pa,ho6,7/30/2018,Agent,1,1,1,0,0
pa,ho6,7/30/2018,Online,2,0,0,0,0
pa,ho3,7/31/2018,Agent,8,6,4,2,0.25
pa,ho3,7/31/2018,Online,21,12,3,0,0
pa,ho6,7/31/2018,Agent,1,1,1,0,0
pa,ho6,7/31/2018,Online,5,2,0,0,0
pa,ho3,8/1/2018,Agent,4,4,3,0,0
pa,ho3,8/1/2018,Online,19,6,1,0,0
pa,ho6,8/1/2018,Agent,1,1,1,0,0
pa,ho3,8/2/2018,Agent,13,12,11,4,0.307692308
pa,ho3,8/2/2018,Online,20,8,1,1,0.05
pa,ho6,8/2/2018,Online,1,1,1,1,1
pa,ho3,8/3/2018,Agent,4,4,3,0,0
pa,ho3,8/3/2018,Online,22,18,3,1,0.045454545
pa,ho6,8/3/2018,Online,3,2,0,0,0
pa,ho3,8/4/2018,Agent,4,4,2,1,0.25
pa,ho3,8/4/2018,Online,25,15,1,1,0.04
pa,ho6,8/4/2018,Agent,1,1,1,1,1
pa,ho6,8/4/2018,Online,2,1,0,0,0
pa,ho3,8/5/2018,Agent,6,4,3,0,0
pa,ho3,8/5/2018,Online,16,11,5,1,0.0625
pa,ho6,8/5/2018,Online,1,0,0,0,0
pa,ho3,8/6/2018,Agent,8,7,5,0,0
pa,ho3,8/6/2018,Online,32,22,7,1,0.03125
pa,ho6,8/6/2018,Online,2,2,0,0,0
pa,ho3,8/7/2018,Agent,6,6,5,0,0
pa,ho3,8/7/2018,Online,20,12,2,1,0.05
pa,ho6,8/7/2018,Agent,4,4,4,0,0
pa,ho6,8/7/2018,Online,8,3,1,0,0
pa,ho3,8/8/2018,Agent,10,10,8,0,0
pa,ho3,8/8/2018,Online,18,12,2,2,0.111111111
pa,ho6,8/8/2018,Agent,1,1,1,0,0
pa,ho6,8/8/2018,Online,2,1,0,0,0
pa,ho3,8/9/2018,Agent,6,6,6,0,0
pa,ho3,8/9/2018,Online,29,15,3,2,0.068965517
pa,ho6,8/9/2018,Online,3,2,1,1,0.333333333
pa,ho3,8/10/2018,Agent,8,8,7,0,0
pa,ho3,8/10/2018,Online,19,10,3,1,0.052631579
pa,ho3,8/11/2018,Agent,2,2,2,0,0
pa,ho3,8/11/2018,Online,11,6,1,0,0
pa,ho6,8/11/2018,Online,2,1,0,0,0
pa,ho3,8/12/2018,Agent,4,4,1,1,0.25
pa,ho3,8/12/2018,Online,10,4,0,0,0
pa,ho3,8/13/2018,Agent,11,10,8,0,0
pa,ho3,8/13/2018,Online,20,15,5,3,0.15
pa,ho6,8/13/2018,Online,3,0,0,0,0
pa,ho3,8/14/2018,Agent,8,7,5,0,0
pa,ho3,8/14/2018,Online,17,9,1,0,0
pa,ho6,8/14/2018,Online,5,3,1,0,0
pa,ho3,8/15/2018,Agent,6,6,5,0,0
pa,ho3,8/15/2018,Online,29,20,2,0,0
pa,ho6,8/15/2018,Online,2,1,1,0,0
pa,ho3,8/16/2018,Agent,17,16,14,3,0.176470588
pa,ho3,8/16/2018,Online,24,16,5,1,0.041666667
pa,ho6,8/16/2018,Online,4,1,0,0,0
pa,ho3,8/17/2018,Agent,10,9,7,1,0.1
pa,ho3,8/17/2018,Online,24,12,4,0,0
pa,ho6,8/17/2018,Online,2,2,0,0,0
pa,ho3,8/18/2018,Agent,6,5,5,0,0
pa,ho3,8/18/2018,Online,20,16,5,1,0.05
pa,ho3,8/19/2018,Agent,5,5,4,0,0
pa,ho3,8/19/2018,Online,19,10,4,1,0.052631579
pa,ho3,8/20/2018,Agent,3,3,2,0,0
pa,ho3,8/20/2018,Online,22,11,2,2,0.090909091
pa,ho6,8/20/2018,Online,2,0,0,0,0
pa,ho3,8/21/2018,Agent,5,5,4,0,0
pa,ho3,8/21/2018,Online,26,15,3,1,0.038461538
pa,ho6,8/21/2018,Online,2,2,0,0,0
pa,ho3,8/22/2018,Agent,65,64,17,5,0.076923077
pa,ho3,8/22/2018,Online,139,46,11,1,0.007194245
pa,ho6,8/22/2018,Agent,13,11,1,1,0.076923077
pa,ho6,8/22/2018,Online,17,5,1,0,0
pa,ho3,8/23/2018,Agent,51,50,11,0,0
pa,ho3,8/23/2018,Online,140,43,9,2,0.014285714
pa,ho6,8/23/2018,Agent,5,5,1,0,0
pa,ho6,8/23/2018,Online,22,12,3,1,0.045454545
pa,ho3,8/24/2018,Agent,15,14,4,0,0
pa,ho3,8/24/2018,Online,27,14,3,1,0.037037037
pa,ho6,8/24/2018,Agent,3,3,1,0,0
pa,ho6,8/24/2018,Online,1,0,0,0,0
pa,ho3,8/25/2018,Agent,8,8,4,0,0
pa,ho3,8/25/2018,Online,20,10,2,0,0
pa,ho6,8/25/2018,Agent,1,1,0,0,0
pa,ho3,8/26/2018,Agent,4,4,1,0,0
pa,ho3,8/26/2018,Online,13,7,2,0,0
pa,ho6,8/26/2018,Online,2,0,0,0,0
pa,ho3,8/27/2018,Agent,6,6,4,2,0.333333333
pa,ho3,8/27/2018,Online,19,11,4,2,0.105263158
pa,ho6,8/27/2018,Online,2,1,1,0,0
pa,ho3,8/28/2018,Agent,7,7,6,1,0.142857143
pa,ho3,8/28/2018,Online,25,20,2,0,0
pa,ho6,8/28/2018,Online,3,1,0,0,0
pa,ho3,8/29/2018,Agent,8,8,5,0,0
pa,ho3,8/29/2018,Online,35,23,4,3,0.085714286
pa,ho6,8/29/2018,Online,1,1,0,0,0
pa,ho3,8/30/2018,Agent,7,6,6,0,0
pa,ho3,8/30/2018,Online,23,15,3,1,0.043478261
pa,ho6,8/30/2018,Agent,1,1,0,0,0
pa,ho6,8/30/2018,Online,2,1,0,0,0
pa,ho3,8/31/2018,Agent,9,8,6,0,0
pa,ho3,8/31/2018,Online,16,12,3,1,0.0625
pa,ho6,8/31/2018,Online,1,0,0,0,0
pa,ho3,9/1/2018,Agent,2,2,2,0,0
pa,ho3,9/1/2018,Online,13,8,3,1,0.076923077
pa,ho6,9/1/2018,Online,2,1,0,0,0
pa,ho3,9/2/2018,Agent,3,3,1,0,0
pa,ho3,9/2/2018,Online,17,10,1,0,0
pa,ho6,9/2/2018,Online,1,1,0,0,0
pa,ho3,9/3/2018,Agent,5,5,4,1,0.2
pa,ho3,9/3/2018,Online,14,8,4,1,0.071428571
pa,ho3,9/4/2018,Agent,4,4,1,0,0
pa,ho3,9/4/2018,Online,21,13,4,1,0.047619048
pa,ho3,9/5/2018,Agent,7,4,3,1,0.142857143
pa,ho3,9/5/2018,Online,34,19,4,1,0.029411765
pa,ho3,9/6/2018,Agent,9,9,6,0,0
pa,ho3,9/6/2018,Online,29,23,7,1,0.034482759
pa,ho6,9/6/2018,Agent,1,1,0,0,0
pa,ho6,9/6/2018,Online,2,0,0,0,0
pa,ho3,9/7/2018,Agent,5,5,3,0,0
pa,ho3,9/7/2018,Online,18,10,2,2,0.111111111
pa,ho6,9/7/2018,Online,4,0,0,0,0
pa,ho3,9/8/2018,Agent,6,6,3,0,0
pa,ho3,9/8/2018,Online,11,6,2,1,0.090909091
pa,ho6,9/8/2018,Agent,1,1,1,0,0
pa,ho6,9/8/2018,Online,2,1,0,0,0
pa,ho3,9/9/2018,Agent,2,2,1,0,0
pa,ho3,9/9/2018,Online,16,7,1,0,0
pa,ho6,9/9/2018,Agent,1,1,1,0,0
pa,ho3,9/10/2018,Agent,5,5,5,0,0
pa,ho3,9/10/2018,Online,27,12,2,1,0.037037037
pa,ho6,9/10/2018,Online,4,2,0,0,0
pa,ho3,9/11/2018,Agent,11,11,11,2,0.181818182
pa,ho3,9/11/2018,Online,25,15,2,0,0
pa,ho6,9/11/2018,Online,2,1,0,0,0
pa,ho3,9/12/2018,Agent,9,9,7,2,0.222222222
pa,ho3,9/12/2018,Online,16,12,1,1,0.0625
pa,ho6,9/12/2018,Agent,2,2,2,0,0
pa,ho6,9/12/2018,Online,0,0,0,0,0
pa,ho3,9/13/2018,Agent,10,10,9,0,0
pa,ho3,9/13/2018,Online,26,19,5,2,0.076923077
pa,ho6,9/13/2018,Agent,1,1,1,0,0
pa,ho6,9/13/2018,Online,2,1,1,0,0
pa,ho3,9/14/2018,Agent,5,5,5,0,0
pa,ho3,9/14/2018,Online,17,11,1,0,0
pa,ho6,9/14/2018,Online,2,1,0,0,0
pa,ho3,9/15/2018,Agent,1,1,1,0,0
pa,ho3,9/15/2018,Online,10,7,2,1,0.1
pa,ho6,9/15/2018,Online,1,0,0,0,0
pa,ho3,9/16/2018,Agent,3,3,2,0,0
pa,ho3,9/16/2018,Online,19,14,1,1,0.052631579
pa,ho6,9/16/2018,Online,2,1,0,0,0
pa,ho3,9/17/2018,Agent,11,11,9,1,0.090909091
pa,ho3,9/17/2018,Online,23,16,2,1,0.043478261
pa,ho6,9/17/2018,Online,1,0,0,0,0
pa,ho3,9/18/2018,Agent,11,11,6,0,0
pa,ho3,9/18/2018,Online,28,17,3,1,0.035714286
pa,ho6,9/18/2018,Online,2,0,0,0,0
pa,ho3,9/19/2018,Agent,5,4,2,0,0
pa,ho3,9/19/2018,Online,36,20,3,1,0.027777778
pa,ho3,9/20/2018,Agent,32,32,16,2,0.0625
pa,ho3,9/20/2018,Online,59,17,5,1,0.016949153
pa,ho6,9/20/2018,Agent,3,2,1,0,0
pa,ho6,9/20/2018,Online,3,2,1,0,0
pa,ho3,9/21/2018,Agent,6,6,3,0,0
pa,ho3,9/21/2018,Online,25,15,1,0,0
pa,ho6,9/21/2018,Online,5,2,0,0,0
pa,ho3,9/22/2018,Agent,7,7,4,0,0
pa,ho3,9/22/2018,Online,25,13,3,0,0
pa,ho6,9/22/2018,Online,1,1,0,0,0
pa,ho3,9/23/2018,Agent,2,2,1,0,0
pa,ho3,9/23/2018,Online,30,15,1,0,0
pa,ho6,9/23/2018,Agent,1,1,0,0,0
pa,ho6,9/23/2018,Online,1,1,0,0,0
pa,ho3,9/24/2018,Agent,8,7,4,1,0.125
pa,ho3,9/24/2018,Online,29,13,2,1,0.034482759
pa,ho6,9/24/2018,Agent,2,2,1,0,0
pa,ho6,9/24/2018,Online,5,3,0,0,0
pa,ho3,9/25/2018,Agent,27,26,7,1,0.037037037
pa,ho3,9/25/2018,Online,73,30,7,2,0.02739726
pa,ho6,9/25/2018,Agent,3,3,0,0,0
pa,ho6,9/25/2018,Online,7,3,0,0,0
pa,ho3,9/26/2018,Agent,10,8,2,0,0
pa,ho3,9/26/2018,Online,39,27,3,1,0.025641026
pa,ho6,9/26/2018,Agent,1,1,1,0,0
pa,ho6,9/26/2018,Online,6,3,0,0,0
pa,ho3,9/27/2018,Agent,7,7,4,0,0
pa,ho3,9/27/2018,Online,36,20,7,3,0.083333333
pa,ho6,9/27/2018,Agent,1,1,1,0,0
pa,ho6,9/27/2018,Online,1,0,0,0,0
pa,ho3,9/28/2018,Agent,11,11,4,2,0.181818182
pa,ho3,9/28/2018,Online,54,33,6,2,0.037037037
pa,ho6,9/28/2018,Online,1,0,0,0,0
pa,ho3,9/29/2018,Agent,13,13,7,1,0.076923077
pa,ho3,9/29/2018,Online,61,42,15,2,0.032786885
pa,ho6,9/29/2018,Agent,1,1,1,0,0
pa,ho6,9/29/2018,Online,6,3,0,0,0
pa,ho3,9/30/2018,Agent,4,4,3,0,0
pa,ho3,9/30/2018,Online,28,12,4,1,0.035714286
pa,ho6,9/30/2018,Online,1,0,0,0,0
tn,ho3,7/1/2018,Agent,8,8,8,0,0
tn,ho3,7/1/2018,Online,18,11,3,2,0.111111111
tn,ho6,7/1/2018,Online,2,2,0,0,0
tn,ho3,7/2/2018,Agent,4,4,2,1,0.25
tn,ho3,7/2/2018,Online,24,16,3,1,0.041666667
tn,ho6,7/2/2018,Online,2,0,0,0,0
tn,ho3,7/3/2018,Agent,2,2,2,0,0
tn,ho3,7/3/2018,Online,26,17,6,0,0
tn,ho6,7/3/2018,Online,1,1,0,0,0
tn,ho3,7/4/2018,Agent,6,6,5,1,0.166666667
tn,ho3,7/4/2018,Online,18,14,1,0,0
tn,ho6,7/4/2018,Online,2,1,1,0,0
tn,ho3,7/5/2018,Agent,10,9,7,2,0.2
tn,ho3,7/5/2018,Online,26,16,3,2,0.076923077
tn,ho6,7/5/2018,Online,1,1,0,0,0
tn,ho3,7/6/2018,Agent,8,7,6,0,0
tn,ho3,7/6/2018,Online,13,8,0,0,0
tn,ho6,7/6/2018,Online,4,1,0,0,0
tn,ho3,7/7/2018,Agent,6,6,5,1,0.166666667
tn,ho3,7/7/2018,Online,25,18,3,2,0.08
tn,ho3,7/8/2018,Agent,1,1,1,0,0
tn,ho3,7/8/2018,Online,14,13,3,0,0
tn,ho3,7/9/2018,Agent,5,5,3,0,0
tn,ho3,7/9/2018,Online,23,15,2,0,0
tn,ho6,7/9/2018,Agent,1,1,1,0,0
tn,ho6,7/9/2018,Online,2,0,0,0,0
tn,ho3,7/10/2018,Agent,9,9,7,1,0.111111111
tn,ho3,7/10/2018,Online,23,15,1,0,0
tn,ho6,7/10/2018,Agent,1,1,1,0,0
tn,ho6,7/10/2018,Online,1,1,0,0,0
tn,ho3,7/11/2018,Agent,3,3,3,2,0.666666667
tn,ho3,7/11/2018,Online,24,14,2,1,0.041666667
tn,ho6,7/11/2018,Agent,1,1,1,0,0
tn,ho6,7/11/2018,Online,1,1,1,1,1
tn,ho3,7/12/2018,Agent,5,4,2,1,0.2
tn,ho3,7/12/2018,Online,22,17,2,0,0
tn,ho6,7/12/2018,Agent,1,1,1,0,0
tn,ho6,7/12/2018,Online,3,1,0,0,0
tn,ho3,7/13/2018,Agent,3,3,3,0,0
tn,ho3,7/13/2018,Online,20,12,2,0,0
tn,ho6,7/13/2018,Agent,1,1,1,1,1
tn,ho6,7/13/2018,Online,4,3,0,0,0
tn,ho3,7/14/2018,Agent,2,2,0,0,0
tn,ho3,7/14/2018,Online,11,9,0,0,0
tn,ho6,7/14/2018,Online,1,1,0,0,0
tn,ho3,7/15/2018,Agent,3,3,2,0,0
tn,ho3,7/15/2018,Online,17,9,1,0,0
tn,ho6,7/15/2018,Online,1,0,0,0,0
tn,ho3,7/16/2018,Agent,6,5,3,3,0.5
tn,ho3,7/16/2018,Online,17,14,1,0,0
tn,ho6,7/16/2018,Online,1,0,0,0,0
tn,ho3,7/17/2018,Agent,6,5,5,2,0.333333333
tn,ho3,7/17/2018,Online,16,12,3,1,0.0625
tn,ho6,7/17/2018,Online,5,2,1,0,0
tn,ho3,7/18/2018,Agent,9,9,7,2,0.222222222
tn,ho3,7/18/2018,Online,24,16,5,1,0.041666667
tn,ho6,7/18/2018,Agent,2,2,2,0,0
tn,ho6,7/18/2018,Online,1,1,0,0,0
tn,ho3,7/19/2018,Agent,3,3,2,1,0.333333333
tn,ho3,7/19/2018,Online,15,8,0,0,0
tn,ho6,7/19/2018,Agent,2,2,2,1,0.5
tn,ho3,7/20/2018,Agent,7,7,7,1,0.142857143
tn,ho3,7/20/2018,Online,18,9,2,1,0.055555556
tn,ho6,7/20/2018,Online,1,1,1,0,0
tn,ho3,7/21/2018,Agent,5,4,3,1,0.2
tn,ho3,7/21/2018,Online,14,10,4,0,0
tn,ho6,7/21/2018,Agent,1,1,1,0,0
tn,ho3,7/22/2018,Agent,5,3,3,0,0
tn,ho3,7/22/2018,Online,12,7,1,0,0
tn,ho6,7/22/2018,Online,1,0,0,0,0
tn,ho3,7/23/2018,Agent,4,4,3,0,0
tn,ho3,7/23/2018,Online,15,10,1,0,0
tn,ho6,7/23/2018,Online,3,1,0,0,0
tn,ho3,7/24/2018,Agent,6,5,2,0,0
tn,ho3,7/24/2018,Online,27,21,1,1,0.037037037
tn,ho6,7/24/2018,Online,4,1,0,0,0
tn,ho3,7/25/2018,Agent,6,5,4,2,0.333333333
tn,ho3,7/25/2018,Online,16,12,3,1,0.0625
tn,ho6,7/25/2018,Online,1,1,0,0,0
tn,ho3,7/26/2018,Agent,5,4,4,0,0
tn,ho3,7/26/2018,Online,16,12,3,2,0.125
tn,ho6,7/26/2018,Online,2,0,0,0,0
tn,ho3,7/27/2018,Agent,4,4,4,1,0.25
tn,ho3,7/27/2018,Online,28,18,3,1,0.035714286
tn,ho6,7/27/2018,Agent,1,1,1,0,0
tn,ho6,7/27/2018,Online,3,3,2,0,0
tn,ho3,7/28/2018,Agent,6,6,5,0,0
tn,ho3,7/28/2018,Online,18,13,7,2,0.111111111
tn,ho6,7/28/2018,Online,2,1,0,0,0
tn,ho3,7/29/2018,Agent,7,7,4,0,0
tn,ho3,7/29/2018,Online,13,9,1,0,0
tn,ho6,7/29/2018,Agent,1,1,1,0,0
tn,ho6,7/29/2018,Online,5,2,0,0,0
tn,ho3,7/30/2018,Agent,6,5,4,0,0
tn,ho3,7/30/2018,Online,29,16,5,4,0.137931034
tn,ho6,7/30/2018,Online,1,0,0,0,0
tn,ho3,7/31/2018,Agent,4,4,3,0,0
tn,ho3,7/31/2018,Online,27,17,3,1,0.037037037
tn,ho6,7/31/2018,Online,2,1,0,0,0
tn,ho3,8/1/2018,Agent,4,4,4,0,0
tn,ho3,8/1/2018,Online,15,7,1,1,0.066666667
tn,ho6,8/1/2018,Agent,1,1,1,0,0
tn,ho6,8/1/2018,Online,2,1,0,0,0
tn,ho3,8/2/2018,Agent,9,9,8,0,0
tn,ho3,8/2/2018,Online,22,16,3,1,0.045454545
tn,ho6,8/2/2018,Online,1,0,0,0,0
tn,ho3,8/3/2018,Agent,5,5,2,0,0
tn,ho3,8/3/2018,Online,16,9,1,0,0
tn,ho6,8/3/2018,Online,2,1,0,0,0
tn,ho3,8/4/2018,Agent,4,4,4,1,0.25
tn,ho3,8/4/2018,Online,13,8,4,0,0
tn,ho6,8/4/2018,Online,1,0,0,0,0
tn,ho3,8/5/2018,Agent,5,4,3,0,0
tn,ho3,8/5/2018,Online,14,11,3,0,0
tn,ho6,8/5/2018,Online,1,0,0,0,0
tn,ho3,8/6/2018,Agent,5,5,4,0,0
tn,ho3,8/6/2018,Online,22,16,4,2,0.090909091
tn,ho6,8/6/2018,Agent,1,1,1,0,0
tn,ho6,8/6/2018,Online,1,0,0,0,0
tn,ho3,8/7/2018,Agent,6,6,5,0,0
tn,ho3,8/7/2018,Online,20,13,1,1,0.05
tn,ho6,8/7/2018,Online,2,0,0,0,0
tn,ho3,8/8/2018,Agent,7,6,4,1,0.142857143
tn,ho3,8/8/2018,Online,14,10,2,0,0
tn,ho6,8/8/2018,Agent,1,1,1,0,0
tn,ho6,8/8/2018,Online,5,3,2,0,0
tn,ho3,8/9/2018,Agent,9,9,9,2,0.222222222
tn,ho3,8/9/2018,Online,16,9,0,0,0
tn,ho6,8/9/2018,Online,2,1,0,0,0
tn,ho3,8/10/2018,Agent,8,8,8,0,0
tn,ho3,8/10/2018,Online,21,15,2,1,0.047619048
tn,ho6,8/10/2018,Online,2,2,0,0,0
tn,ho3,8/11/2018,Agent,4,4,3,0,0
tn,ho3,8/11/2018,Online,12,9,3,0,0
tn,ho6,8/11/2018,Online,3,2,2,0,0
tn,ho3,8/12/2018,Agent,1,1,0,0,0
tn,ho3,8/12/2018,Online,8,6,1,1,0.125
tn,ho6,8/12/2018,Agent,1,1,0,0,0
tn,ho3,8/13/2018,Agent,7,7,7,0,0
tn,ho3,8/13/2018,Online,14,9,3,0,0
tn,ho6,8/13/2018,Agent,1,1,1,0,0
tn,ho6,8/13/2018,Online,3,2,0,0,0
tn,ho3,8/14/2018,Agent,6,6,6,0,0
tn,ho3,8/14/2018,Online,28,21,7,3,0.107142857
tn,ho6,8/14/2018,Online,6,2,1,1,0.166666667
tn,ho3,8/15/2018,Agent,5,5,5,1,0.2
tn,ho3,8/15/2018,Online,16,11,2,1,0.0625
tn,ho6,8/15/2018,Online,2,1,0,0,0
tn,ho3,8/16/2018,Agent,5,5,5,0,0
tn,ho3,8/16/2018,Online,24,14,1,1,0.041666667
tn,ho6,8/16/2018,Online,1,0,0,0,0
tn,ho3,8/17/2018,Agent,4,4,3,2,0.5
tn,ho3,8/17/2018,Online,19,10,1,0,0
tn,ho6,8/17/2018,Online,4,2,1,1,0.25
tn,ho3,8/18/2018,Agent,4,4,4,0,0
tn,ho3,8/18/2018,Online,14,10,1,1,0.071428571
tn,ho6,8/18/2018,Agent,1,1,1,0,0
tn,ho6,8/18/2018,Online,2,1,1,1,0.5
tn,ho3,8/19/2018,Agent,3,3,2,2,0.666666667
tn,ho3,8/19/2018,Online,9,5,1,0,0
tn,ho6,8/19/2018,Online,2,0,0,0,0
tn,ho3,8/20/2018,Agent,7,7,7,1,0.142857143
tn,ho3,8/20/2018,Online,24,18,2,1,0.041666667
tn,ho6,8/20/2018,Online,2,0,0,0,0
tn,ho3,8/21/2018,Agent,6,6,6,2,0.333333333
tn,ho3,8/21/2018,Online,20,13,1,0,0
tn,ho3,8/22/2018,Agent,35,34,7,1,0.028571429
tn,ho3,8/22/2018,Online,78,31,3,0,0
tn,ho6,8/22/2018,Agent,3,3,0,0,0
tn,ho6,8/22/2018,Online,19,6,0,0,0
tn,ho3,8/23/2018,Agent,29,28,15,1,0.034482759
tn,ho3,8/23/2018,Online,55,25,3,0,0
tn,ho6,8/23/2018,Agent,6,6,1,1,0.166666667
tn,ho6,8/23/2018,Online,10,2,1,0,0
tn,ho3,8/24/2018,Agent,10,10,5,1,0.1
tn,ho3,8/24/2018,Online,24,17,3,1,0.041666667
tn,ho3,8/25/2018,Agent,4,4,4,0,0
tn,ho3,8/25/2018,Online,10,5,0,0,0
tn,ho6,8/25/2018,Agent,1,1,1,0,0
tn,ho6,8/25/2018,Online,1,0,0,0,0
tn,ho3,8/26/2018,Agent,7,7,3,1,0.142857143
tn,ho3,8/26/2018,Online,11,6,1,0,0
tn,ho6,8/26/2018,Online,1,1,0,0,0
tn,ho3,8/27/2018,Agent,7,7,4,3,0.428571429
tn,ho3,8/27/2018,Online,15,8,3,0,0
tn,ho6,8/27/2018,Online,1,1,0,0,0
tn,ho3,8/28/2018,Agent,4,4,4,0,0
tn,ho3,8/28/2018,Online,22,15,4,2,0.090909091
tn,ho6,8/28/2018,Online,3,1,0,0,0
tn,ho3,8/29/2018,Agent,6,6,6,1,0.166666667
tn,ho3,8/29/2018,Online,25,18,1,0,0
tn,ho6,8/29/2018,Agent,2,2,1,0,0
tn,ho6,8/29/2018,Online,3,0,0,0,0
tn,ho3,8/30/2018,Agent,5,5,2,0,0
tn,ho3,8/30/2018,Online,8,4,1,0,0
tn,ho6,8/30/2018,Agent,2,2,0,0,0
tn,ho6,8/30/2018,Online,2,0,0,0,0
tn,ho3,8/31/2018,Agent,4,4,3,0,0
tn,ho3,8/31/2018,Online,20,11,4,2,0.1
tn,ho6,8/31/2018,Online,2,1,1,1,0.5
tn,ho3,9/1/2018,Agent,1,1,1,0,0
tn,ho3,9/1/2018,Online,12,9,2,0,0
tn,ho3,9/2/2018,Agent,1,1,1,0,0
tn,ho3,9/2/2018,Online,5,3,0,0,0
tn,ho6,9/2/2018,Online,1,1,0,0,0
tn,ho3,9/3/2018,Agent,4,4,4,0,0
tn,ho3,9/3/2018,Online,11,9,3,1,0.090909091
tn,ho3,9/4/2018,Agent,6,6,5,0,0
tn,ho3,9/4/2018,Online,22,15,2,1,0.045454545
tn,ho6,9/4/2018,Agent,1,1,1,0,0
tn,ho6,9/4/2018,Online,1,1,0,0,0
